Date,Open,High,Low,Close
13-January-2005,1918.19,1955.46,1918.19,1950.03,
14-January-2005,1954.19,1958.68,1923.44,1931.99,
17-January-2005,1939.37,1945.25,1902.48,1934.60,
18-January-2005,1941.23,1958.24,1930.23,1937.73,
19-January-2005,1942.54,1947.99,1925.58,1929.42,
20-January-2005,1930.14,1931.12,1905.79,1928.18,
24-January-2005,1930.99,1935.51,1901.56,1906.87,
25-January-2005,1903.19,1929.17,1896.23,1926.55,
27-January-2005,1933.15,1955.22,1933.15,1950.64,
28-January-2005,1953.31,2005.44,1953.31,2002.25,
31-January-2005,2012.09,2045.44,2010.84,2042.59,
1-February-2005,2045.59,2052.28,2028.82,2044.37,
2-February-2005,2047.19,2060.96,2035.10,2041.04,
3-February-2005,2047.43,2072.92,2047.43,2069.61,
4-February-2005,2073.98,2089.07,2054.79,2068.79,
7-February-2005,2077.61,2083.22,2041.61,2047.17,
8-February-2005,2045.08,2059.77,2040.52,2051.30,
9-February-2005,2054.78,2073.51,2054.78,2067.25,
10-February-2005,2069.03,2073.74,2052.46,2064.10,
11-February-2005,2068.45,2083.36,2068.45,2079.56,
14-February-2005,2089.83,2103.52,2087.57,2092.83,
15-February-2005,2097.25,2097.44,2078.60,2087.92,
16-February-2005,2089.15,2102.82,2063.11,2070.75,
17-February-2005,2067.49,2068.84,2046.92,2062.75,
18-February-2005,2064.82,2078.80,2053.67,2059.62,
21-February-2005,2060.32,2065.48,2038.58,2042.09,
22-February-2005,2041.30,2063.69,2035.87,2059.51,
23-February-2005,2061.51,2067.59,2053.72,2059.21,
24-February-2005,2067.85,2071.71,2053.97,2056.70,
25-February-2005,2062.05,2073.58,2047.78,2054.61,
28-February-2005,2060.16,2096.87,2048.86,2094.90,
1-March-2005,2098.38,2098.38,2070.37,2077.50,
2-March-2005,2079.18,2097.22,2079.18,2091.85,
3-March-2005,2095.71,2123.72,2095.13,2121.18,
4-March-2005,2124.12,2142.72,2124.12,2139.12,
7-March-2005,2143.19,2160.16,2142.62,2151.32,
8-March-2005,2153.57,2168.86,2151.19,2165.03,
9-March-2005,2162.18,2178.52,2136.70,2154.13,
10-March-2005,2154.26,2162.13,2143.34,2159.91,
11-March-2005,2163.70,2175.77,2140.32,2144.77,
14-March-2005,2147.18,2155.88,2127.51,2131.45,
15-March-2005,2132.64,2136.59,2110.19,2115.28,
16-March-2005,2116.47,2132.27,2108.38,2112.66,
17-March-2005,2104.55,2110.09,2077.58,2086.28,
18-March-2005,2085.13,2094.13,2059.05,2090.18,
21-March-2005,2094.62,2102.01,2073.00,2079.00,
22-March-2005,2078.12,2078.46,2033.91,2038.59,
23-March-2005,2038.37,2048.82,2002.29,2008.64,
24-March-2005,2009.06,2028.16,1994.33,2003.45,
28-March-2005,2011.32,2034.25,2011.32,2021.15,
29-March-2005,2021.40,2021.51,1965.73,1977.85,
30-March-2005,1979.53,1990.46,1964.64,1985.94,
31-March-2005,1991.45,2024.49,1991.45,2019.48,
1-April-2005,2024.83,2058.87,2014.19,2055.15,
4-April-2005,2059.42,2068.65,2049.67,2054.67,
5-April-2005,2056.62,2060.59,2032.28,2037.44,
6-April-2005,2039.04,2056.15,2039.04,2053.15,
7-April-2005,2059.50,2066.70,2035.49,2038.98,
8-April-2005,2036.39,2044.66,2012.50,2018.59,
11-April-2005,2018.81,2018.81,1990.32,1995.12,
12-April-2005,1997.78,2016.31,1997.35,2014.32,
13-April-2005,2016.14,2029.88,2009.41,2014.87,
15-April-2005,1982.09,1982.09,1949.73,1953.57,
18-April-2005,1946.64,1946.64,1914.25,1929.11,
19-April-2005,1935.67,1962.45,1915.88,1919.88,
20-April-2005,1929.19,1952.90,1920.75,1948.54,
21-April-2005,1949.69,1969.45,1929.34,1967.78,
22-April-2005,1975.40,1989.51,1970.09,1982.06,
25-April-2005,1979.31,1995.17,1972.38,1991.69,
26-April-2005,1990.05,1993.34,1977.21,1981.92,
27-April-2005,1978.24,1986.41,1957.31,1962.66,
28-April-2005,1960.82,1961.66,1946.64,1958.69,
29-April-2005,1959.09,1960.50,1917.06,1921.80,
2-May-2005,1929.43,1941.34,1915.62,1932.74,
3-May-2005,1934.59,1949.64,1931.79,1940.35,
4-May-2005,1940.90,1965.35,1940.90,1963.87,
5-May-2005,1972.41,1994.78,1972.41,1985.68,
6-May-2005,1987.84,1999.28,1977.79,1994.89,
9-May-2005,1996.77,2022.18,1996.77,2020.64,
10-May-2005,2021.93,2026.46,2010.18,2014.50,
11-May-2005,2006.90,2012.08,1995.53,2008.85,
12-May-2005,2007.91,2021.24,2006.88,2012.81,
13-May-2005,2010.69,2014.77,2004.06,2011.40,
16-May-2005,2013.05,2034.35,2013.05,2032.78,
17-May-2005,2036.94,2044.91,2009.62,2014.21,
18-May-2005,2012.22,2013.74,1990.87,2009.20,
19-May-2005,2013.32,2035.75,2013.32,2019.01,
20-May-2005,2015.38,2027.58,2007.93,2024.01,
23-May-2005,2025.11,2040.02,2024.42,2037.28,
24-May-2005,2043.13,2049.51,2034.20,2046.83,
25-May-2005,2047.24,2061.32,2039.13,2057.13,
26-May-2005,2057.97,2078.33,2053.90,2074.65,
27-May-2005,2079.80,2104.24,2079.21,2084.62,
30-May-2005,2082.51,2090.50,2065.08,2071.09,
31-May-2005,2072.77,2091.56,2068.51,2089.00,
1-June-2005,2092.99,2104.66,2089.00,2094.52,
2-June-2005,2096.02,2102.77,2073.59,2076.21,
3-June-2005,2078.05,2104.38,2074.09,2101.83,
4-June-2005,2100.92,2109.36,2099.61,2104.29,
6-June-2005,2103.94,2122.23,2100.75,2105.86,
7-June-2005,2106.20,2119.40,2100.89,2115.64,
8-June-2005,2113.42,2137.31,2113.42,2136.24,
9-June-2005,2138.69,2139.52,2123.55,2129.28,
10-June-2005,2130.53,2144.28,2110.76,2113.51,
13-June-2005,2116.50,2128.52,2105.60,2125.73,
14-June-2005,2129.10,2133.82,2122.41,2132.05,
15-June-2005,2136.26,2147.50,2132.48,2144.88,
16-June-2005,2145.72,2152.51,2132.82,2136.83,
17-June-2005,2139.94,2142.13,2120.67,2135.33,
20-June-2005,2144.77,2159.22,2144.77,2152.34,
21-June-2005,2153.04,2176.58,2146.79,2174.64,
22-June-2005,2176.02,2199.68,2176.02,2192.50,
23-June-2005,2192.76,2198.58,2181.32,2190.88,
24-June-2005,2187.44,2207.09,2173.32,2198.90,
27-June-2005,2198.28,2220.84,2194.78,2199.81,
28-June-2005,2201.39,2206.63,2163.90,2167.63,
29-June-2005,2171.09,2189.47,2162.48,2187.81,
30-June-2005,2196.63,2214.67,2196.63,2204.14,
1-July-2005,2198.03,2221.71,2195.93,2217.28,
4-July-2005,2214.36,2241.74,2214.36,2240.17,
5-July-2005,2240.16,2250.31,2221.06,2224.69,
6-July-2005,2227.25,2252.17,2227.25,2249.60,
7-July-2005,2248.78,2256.87,2202.18,2209.03,
8-July-2005,2216.44,2239.32,2214.99,2232.72,
11-July-2005,2237.38,2262.55,2237.38,2258.46,
12-July-2005,2256.69,2273.67,2233.92,2260.37,
13-July-2005,2261.70,2274.58,2244.72,2248.49,
14-July-2005,2252.59,2256.19,2225.01,2231.42,
15-July-2005,2233.90,2258.39,2229.36,2255.50,
18-July-2005,2271.52,2283.88,2267.84,2280.57,
19-July-2005,2282.45,2294.10,2274.46,2284.47,
20-July-2005,2293.25,2300.52,2286.50,2289.56,
21-July-2005,2291.68,2302.05,2267.76,2276.23,
22-July-2005,2277.43,2312.78,2269.96,2311.04,
25-July-2005,2314.41,2342.02,2314.41,2335.97,
26-July-2005,2340.57,2349.55,2324.26,2345.93,
27-July-2005,2348.43,2364.74,2337.52,2360.11,
29-July-2005,2347.10,2385.48,2341.50,2361.85,
1-August-2005,2359.60,2373.51,2347.36,2372.38,
2-August-2005,2376.29,2406.77,2376.29,2404.89,
3-August-2005,2411.83,2431.75,2400.03,2404.92,
4-August-2005,2416.96,2424.21,2407.15,2421.82,
5-August-2005,2424.97,2431.94,2409.56,2414.56,
8-August-2005,2417.29,2424.41,2365.45,2369.49,
9-August-2005,2371.46,2391.01,2350.94,2362.63,
10-August-2005,2368.40,2409.63,2368.40,2406.12,
11-August-2005,2411.64,2436.54,2404.50,2428.27,
12-August-2005,2433.37,2439.86,2411.03,2415.38,
16-August-2005,2417.15,2433.48,2409.06,2417.53,
17-August-2005,2418.77,2445.70,2409.26,2442.89,
18-August-2005,2454.97,2464.36,2424.06,2429.61,
19-August-2005,2431.23,2446.44,2415.70,2420.68,
22-August-2005,2429.87,2439.20,2397.02,2408.04,
23-August-2005,2412.10,2415.72,2361.29,2365.19,
24-August-2005,2365.64,2371.89,2335.71,2358.17,
25-August-2005,2369.06,2379.11,2355.54,2375.72,
26-August-2005,2387.06,2401.57,2376.75,2388.88,
29-August-2005,2392.55,2394.21,2353.74,2374.96,
30-August-2005,2386.29,2411.65,2385.87,2408.73,
31-August-2005,2409.44,2428.33,2404.72,2427.20,
1-September-2005,2431.16,2456.40,2431.16,2446.54,
2-September-2005,2450.39,2461.73,2434.37,2453.12,
5-September-2005,2453.83,2477.15,2453.83,2460.06,
6-September-2005,2461.24,2476.30,2457.72,2467.68,
8-September-2005,2471.73,2499.41,2471.73,2497.43,
9-September-2005,2499.31,2505.43,2487.13,2500.59,
12-September-2005,2505.33,2528.07,2505.33,2526.71,
13-September-2005,2527.06,2547.75,2522.68,2545.65,
14-September-2005,2549.36,2566.06,2524.58,2541.11,
15-September-2005,2545.53,2571.88,2545.53,2569.30,
16-September-2005,2572.94,2598.24,2564.58,2595.82,
19-September-2005,2602.40,2622.64,2597.78,2618.17,
20-September-2005,2609.50,2632.06,2594.97,2627.70,
21-September-2005,2627.75,2631.15,2542.19,2613.89,
22-September-2005,2612.84,2619.12,2512.81,2523.64,
23-September-2005,2532.16,2557.54,2495.60,2529.26,
26-September-2005,2545.66,2608.16,2545.66,2605.90,
27-September-2005,2611.40,2639.39,2598.99,2620.81,
28-September-2005,2626.59,2644.07,2607.84,2642.21,
29-September-2005,2638.87,2671.52,2638.87,2648.85,
30-September-2005,2654.61,2659.21,2613.50,2648.65,
3-October-2005,2656.53,2679.60,2656.53,2673.90,
4-October-2005,2677.20,2708.82,2677.20,2706.76,
5-October-2005,2711.22,2713.05,2678.11,2686.17,
6-October-2005,2676.32,2676.32,2625.00,2630.51,
7-October-2005,2630.41,2651.26,2593.81,2616.98,
10-October-2005,2622.94,2637.29,2603.76,2609.00,
11-October-2005,2624.70,2629.12,2575.53,2624.11,
13-October-2005,2619.51,2629.30,2567.61,2576.38,
14-October-2005,2579.11,2582.07,2518.06,2523.96,
17-October-2005,2532.32,2539.06,2499.12,2519.04,
18-October-2005,2526.59,2554.93,2483.89,2499.24,
19-October-2005,2485.04,2487.30,2436.19,2450.03,
20-October-2005,2477.59,2497.36,2401.32,2431.04,
21-October-2005,2430.43,2472.56,2416.05,2469.09,
24-October-2005,2476.13,2486.07,2422.63,2428.89,
25-October-2005,2441.63,2472.27,2427.77,2449.64,
26-October-2005,2450.28,2464.79,2437.57,2443.71,
27-October-2005,2447.03,2449.55,2382.01,2391.25,
28-October-2005,2390.31,2390.31,2344.82,2353.33,
31-October-2005,2361.92,2415.61,2361.92,2412.56,
1-November-2005,2438.56,2450.87,2423.15,2430.84,
2-November-2005,2432.93,2467.22,2411.43,2464.42,
7-November-2005,2467.71,2507.26,2458.31,2504.61,
8-November-2005,2507.85,2550.00,2507.85,2539.56,
9-November-2005,2543.35,2566.98,2524.85,2537.01,
10-November-2005,2539.22,2550.78,2528.60,2543.96,
11-November-2005,2551.10,2596.10,2551.10,2592.47,
14-November-2005,2601.47,2621.50,2576.93,2599.13,
16-November-2005,2604.01,2631.51,2603.81,2628.46,
17-November-2005,2632.96,2649.40,2615.17,2644.99,
18-November-2005,2650.26,2673.37,2648.12,2654.79,
21-November-2005,2659.24,2663.19,2627.64,2633.89,
22-November-2005,2632.13,2650.30,2608.68,2613.39,
23-November-2005,2615.54,2643.34,2611.77,2639.96,
24-November-2005,2644.76,2676.08,2644.76,2669.48,
25-November-2005,2675.14,2707.58,2675.14,2705.10,
26-November-2005,2705.53,2725.62,2705.53,2722.02,
28-November-2005,2724.22,2755.52,2724.22,2751.37,
29-November-2005,2751.78,2752.04,2720.57,2735.25,
30-November-2005,2744.62,2768.51,2692.06,2696.92,
1-December-2005,2703.19,2748.92,2691.90,2744.54,
2-December-2005,2763.78,2778.88,2745.57,2750.46,
5-December-2005,2751.79,2766.03,2708.43,2714.11,
6-December-2005,2715.12,2737.37,2699.86,2708.30,
7-December-2005,2712.20,2735.49,2712.20,2730.74,
8-December-2005,2733.25,2741.90,2714.02,2737.44,
9-December-2005,2738.51,2781.87,2738.51,2778.57,
12-December-2005,2785.51,2807.17,2785.51,2795.86,
13-December-2005,2802.70,2834.67,2790.55,2832.12,
14-December-2005,2833.19,2850.62,2816.39,2833.47,
15-December-2005,2838.09,2850.13,2790.94,2806.19,
16-December-2005,2812.47,2841.97,2798.33,2840.33,
19-December-2005,2837.56,2877.48,2837.56,2875.07,
20-December-2005,2875.71,2885.95,2849.85,2860.59,
21-December-2005,2862.40,2883.37,2838.10,2857.16,
22-December-2005,2871.56,2876.79,2851.62,2865.17,
23-December-2005,2876.65,2886.09,2826.38,2831.51,
26-December-2005,2831.44,2833.79,2763.58,2772.61,
27-December-2005,2769.57,2838.21,2755.31,2834.89,
28-December-2005,2837.26,2854.86,2814.40,2829.35,
29-December-2005,2832.89,2850.80,2832.13,2846.25,
30-December-2005,2852.60,2880.81,2844.84,2872.90,
2-January-2006,2879.49,2889.08,2865.30,2871.98,
3-January-2006,2874.96,2919.36,2874.18,2917.24,
4-January-2006,2914.82,2955.65,2914.82,2950.63,
5-January-2006,2949.53,2960.73,2930.37,2950.88,
6-January-2006,2956.61,2973.16,2928.60,2960.85,
9-January-2006,2963.74,2977.85,2938.40,2950.68,
10-January-2006,2951.17,2956.42,2903.24,2910.42,
12-January-2006,2882.67,2911.34,2872.29,2892.69,
13-January-2006,2904.95,2921.26,2888.48,2892.00,
16-January-2006,2896.44,2898.22,2866.21,2871.21,
17-January-2006,2872.83,2901.83,2856.31,2863.75,
18-January-2006,2858.32,2859.17,2819.68,2842.55,
19-January-2006,2852.98,2907.15,2852.98,2901.17,
20-January-2006,2913.58,2932.53,2909.12,2925.33,
23-January-2006,2913.75,2922.06,2898.42,2910.08,
24-January-2006,2921.48,2941.36,2920.87,2931.34,
25-January-2006,2939.25,2972.04,2939.25,2960.26,
27-January-2006,2983.86,3022.99,2983.86,3019.53,
30-January-2006,3027.38,3042.48,2994.05,3008.32,
31-January-2006,3019.21,3034.70,3017.21,3030.48,
1-February-2006,3040.96,3048.61,2994.34,3005.72,
2-February-2006,3013.64,3035.09,2992.96,3003.68,
3-February-2006,3003.51,3004.63,2973.76,2982.27,
6-February-2006,2983.66,3048.73,2982.26,3042.68,
7-February-2006,3049.45,3079.07,3045.42,3074.92,
8-February-2006,3076.20,3076.69,3044.19,3064.54,
10-February-2006,3070.96,3090.98,3070.96,3087.17,
13-February-2006,3088.64,3111.21,3088.64,3109.48,
14-February-2006,3114.96,3118.52,3081.09,3088.41,
15-February-2006,3104.27,3121.49,3072.71,3091.88,
16-February-2006,3103.04,3114.84,3091.10,3095.80,
17-February-2006,3108.57,3113.54,3046.71,3050.30,
20-February-2006,3056.08,3069.82,3017.59,3066.34,
21-February-2006,3073.44,3099.14,3073.44,3091.97,
22-February-2006,3094.89,3111.54,3089.34,3105.26,
23-February-2006,3117.60,3125.69,3101.58,3106.96,
24-February-2006,3111.20,3122.16,3094.59,3105.34,
27-February-2006,3109.89,3133.04,3087.26,3127.65,
28-February-2006,3134.17,3161.81,3096.34,3145.15,
1-March-2006,3144.46,3205.52,3138.32,3203.74,
2-March-2006,3212.78,3245.68,3212.16,3224.52,
3-March-2006,3230.65,3246.57,3209.17,3221.87,
6-March-2006,3227.72,3265.91,3227.72,3263.83,
7-March-2006,3267.93,3272.28,3247.00,3266.33,
8-March-2006,3262.01,3278.37,3197.31,3202.01,
9-March-2006,3208.24,3225.00,3161.64,3220.36,
10-March-2006,3223.94,3279.88,3223.94,3274.42,
13-March-2006,3282.88,3308.77,3275.74,3281.21,
14-March-2006,3279.32,3305.61,3266.68,3274.64,
16-March-2006,3291.52,3302.78,3285.20,3300.08,
17-March-2006,3307.26,3322.51,3292.90,3298.55,
20-March-2006,3310.22,3324.79,3310.08,3322.59,
21-March-2006,3324.95,3345.92,3299.56,3311.88,
22-March-2006,3307.86,3321.04,3275.60,3293.59,
23-March-2006,3299.19,3320.30,3282.14,3297.73,
24-March-2006,3295.88,3336.13,3295.88,3332.95,
27-March-2006,3344.87,3373.06,3344.87,3366.61,
28-March-2006,3376.20,3388.55,3356.15,3362.47,
29-March-2006,3368.22,3393.01,3368.22,3389.62,
30-March-2006,3404.83,3430.79,3400.67,3420.40,
31-March-2006,3426.62,3447.13,3404.91,3424.42,
3-April-2006,3441.16,3510.95,3441.16,3506.96,
4-April-2006,3517.33,3549.04,3505.72,3532.38,
5-April-2006,3534.96,3570.16,3534.96,3567.97,
7-April-2006,3592.15,3617.98,3504.23,3516.93,
10-April-2006,3524.57,3546.63,3500.44,3539.06,
12-April-2006,3547.83,3551.99,3435.67,3450.73,
13-April-2006,3453.63,3457.32,3332.20,3401.53,
17-April-2006,3422.29,3495.99,3422.29,3489.69,
18-April-2006,3509.50,3567.35,3509.50,3564.08,
19-April-2006,3580.60,3607.34,3549.37,3576.45,
20-April-2006,3587.64,3618.40,3570.17,3615.11,
21-April-2006,3619.47,3633.83,3565.08,3611.20,
24-April-2006,3618.81,3624.57,3575.73,3583.71,
25-April-2006,3591.30,3594.56,3498.47,3506.45,
26-April-2006,3514.49,3593.01,3503.56,3586.53,
27-April-2006,3595.68,3632.39,3551.37,3560.22,
28-April-2006,3526.08,3572.88,3409.09,3564.84,
29-April-2006,3575.42,3630.75,3575.42,3625.81,
2-May-2006,3642.21,3697.27,3642.21,3679.54,
3-May-2006,3683.80,3715.30,3653.62,3707.78,
4-May-2006,3718.17,3759.72,3695.93,3722.74,
5-May-2006,3732.73,3755.04,3713.30,3732.39,
8-May-2006,3742.75,3775.41,3742.75,3759.87,
9-May-2006,3766.89,3782.42,3726.67,3775.28,
10-May-2006,3784.09,3810.16,3783.10,3801.73,
11-May-2006,3807.42,3815.92,3737.03,3749.21,
12-May-2006,3740.14,3743.27,3688.85,3701.49,
15-May-2006,3699.37,3699.37,3539.50,3554.14,
16-May-2006,3562.72,3584.63,3407.84,3562.96,
17-May-2006,3584.73,3670.72,3584.73,3664.19,
18-May-2006,3648.04,3648.04,3394.01,3411.39,
19-May-2006,3455.83,3506.08,3230.43,3269.14,
22-May-2006,3304.08,3325.92,2918.91,3121.69,
23-May-2006,3147.75,3241.78,3027.32,3233.05,
24-May-2006,3239.05,3291.33,3144.37,3163.79,
25-May-2006,3150.88,3201.13,3080.06,3186.85,
26-May-2006,3203.90,3299.72,3203.90,3237.28,
29-May-2006,3249.65,3293.04,3232.93,3254.75,
30-May-2006,3264.34,3291.53,3215.94,3232.33,
31-May-2006,3203.58,3203.58,3034.80,3123.42,
1-June-2006,3142.94,3179.43,3006.05,3021.99,
2-June-2006,3029.72,3129.26,2997.99,3122.45,
5-June-2006,3144.01,3152.35,3049.27,3055.80,
6-June-2006,3023.17,3041.33,2960.10,2977.30,
7-June-2006,2966.65,2997.42,2843.07,2889.32,
8-June-2006,2866.45,2866.45,2698.68,2738.55,
9-June-2006,2732.55,2908.64,2727.11,2898.54,
12-June-2006,2910.91,2912.74,2791.75,2805.51,
13-June-2006,2772.88,2772.88,2654.61,2672.82,
14-June-2006,2695.34,2772.60,2593.48,2630.30,
15-June-2006,2682.03,2821.85,2679.07,2810.53,
16-June-2006,2852.10,2980.53,2852.10,2911.95,
19-June-2006,2918.94,2963.28,2875.61,2947.54,
20-June-2006,2937.84,2937.84,2875.22,2900.59,
21-June-2006,2902.45,2967.33,2882.81,2963.68,
22-June-2006,2978.15,3058.15,2978.15,3035.53,
23-June-2006,3016.23,3080.69,2963.63,3066.95,
25-June-2006,3078.76,3102.69,3059.76,3072.70,
26-June-2006,3077.17,3084.21,2943.93,2958.01,
27-June-2006,2962.67,3007.58,2916.00,2989.08,
28-June-2006,2967.49,3002.37,2920.51,2981.28,
29-June-2006,2997.72,3038.57,2978.55,2992.81,
30-June-2006,3033.44,3126.47,3033.44,3121.62,
3-July-2006,3125.76,3150.36,3115.65,3141.20,
4-July-2006,3156.72,3172.44,3127.79,3134.64,
5-July-2006,3132.86,3210.39,3121.51,3204.78,
6-July-2006,3185.88,3188.36,3148.61,3166.66,
7-July-2006,3180.69,3205.26,3073.69,3092.46,
10-July-2006,3085.57,3146.05,3076.61,3140.87,
11-July-2006,3144.64,3144.64,3108.86,3123.18,
12-July-2006,3118.11,3202.75,3096.14,3199.73,
13-July-2006,3197.20,3200.54,3164.35,3179.74,
14-July-2006,3161.20,3161.20,3099.33,3131.53,
17-July-2006,3124.16,3124.16,3013.10,3021.01,
18-July-2006,3031.88,3052.69,2973.92,2996.83,
19-July-2006,3020.62,3046.24,2915.91,2926.98,
20-July-2006,2980.92,3040.08,2980.92,3022.95,
21-July-2006,3018.13,3018.13,2931.24,2947.72,
24-July-2006,2937.50,2988.27,2881.30,2978.96,
25-July-2006,3015.30,3048.81,3009.01,3040.90,
26-July-2006,3053.75,3112.85,3027.32,3104.01,
27-July-2006,3119.30,3146.69,3097.57,3138.12,
28-July-2006,3150.51,3154.92,3103.33,3125.64,
31-July-2006,3146.82,3178.05,3135.31,3144.99,
1-August-2006,3143.42,3153.99,3112.60,3142.94,
2-August-2006,3142.27,3185.14,3137.55,3181.23,
3-August-2006,3195.20,3237.25,3179.76,3193.04,
4-August-2006,3196.68,3224.21,3159.68,3175.89,
7-August-2006,3176.21,3178.14,3153.13,3165.70,
8-August-2006,3173.35,3227.86,3173.35,3224.09,
9-August-2006,3218.73,3276.91,3204.34,3266.30,
10-August-2006,3275.57,3293.88,3249.24,3279.37,
11-August-2006,3288.35,3310.34,3262.27,3295.96,
14-August-2006,3304.49,3336.94,3304.49,3331.89,
16-August-2006,3352.90,3392.40,3352.90,3373.95,
17-August-2006,3387.44,3405.57,3350.27,3379.75,
18-August-2006,3388.12,3393.16,3365.54,3381.60,
21-August-2006,3388.15,3405.35,3359.37,3400.50,
22-August-2006,3411.51,3432.36,3380.79,3392.70,
23-August-2006,3410.53,3410.53,3351.15,3361.05,
24-August-2006,3351.80,3407.09,3330.25,3398.06,
25-August-2006,3412.87,3430.89,3405.42,3416.68,
28-August-2006,3421.38,3434.69,3412.65,3430.87,
29-August-2006,3441.27,3462.78,3441.27,3452.24,
30-August-2006,3459.10,3465.46,3434.64,3456.72,
31-August-2006,3466.70,3477.47,3434.79,3441.59,
1-September-2006,3442.52,3473.42,3432.66,3470.39,
4-September-2006,3484.55,3520.32,3484.55,3514.02,
5-September-2006,3518.71,3525.54,3499.48,3514.63,
6-September-2006,3517.38,3540.49,3515.64,3525.45,
7-September-2006,3514.52,3522.37,3490.61,3503.31,
8-September-2006,3505.03,3528.78,3497.13,3520.57,
11-September-2006,3531.29,3536.65,3398.83,3411.86,
12-September-2006,3415.35,3449.31,3378.30,3446.00,
13-September-2006,3464.94,3528.25,3464.94,3515.30,
14-September-2006,3528.20,3548.06,3516.12,3537.17,
15-September-2006,3539.73,3554.88,3502.24,3545.97,
18-September-2006,3544.41,3577.60,3544.41,3565.59,
19-September-2006,3574.03,3584.63,3510.72,3528.31,
20-September-2006,3520.05,3569.34,3489.26,3563.76,
21-September-2006,3582.28,3614.63,3582.28,3610.44,
22-September-2006,3604.12,3620.13,3582.02,3600.43,
25-September-2006,3605.78,3610.94,3574.85,3583.22,
26-September-2006,3592.39,3623.04,3578.08,3620.74,
27-September-2006,3632.47,3657.66,3629.25,3638.95,
28-September-2006,3644.75,3659.09,3631.90,3647.99,
29-September-2006,3658.32,3679.19,3650.19,3670.43,
3-October-2006,3678.86,3686.86,3645.73,3651.58,
4-October-2006,3662.21,3669.69,3602.81,3609.51,
5-October-2006,3634.16,3670.88,3634.16,3663.48,
6-October-2006,3666.73,3682.05,3660.17,3668.01,
9-October-2006,3660.43,3685.60,3637.74,3666.74,
10-October-2006,3679.02,3700.13,3658.42,3665.59,
11-October-2006,3685.09,3706.32,3637.37,3652.44,
12-October-2006,3661.17,3715.20,3643.50,3709.40,
13-October-2006,3733.52,3762.80,3733.52,3756.25,
16-October-2006,3770.23,3805.73,3770.23,3799.17,
17-October-2006,3809.56,3816.12,3767.82,3786.51,
18-October-2006,3785.76,3798.44,3775.79,3782.86,
19-October-2006,3788.57,3801.80,3724.83,3745.13,
20-October-2006,3752.14,3782.71,3735.64,3745.00,
21-October-2006,3764.31,3783.33,3751.39,3756.70,
23-October-2006,3757.70,3763.38,3720.75,3725.54,
26-October-2006,3729.08,3757.08,3727.70,3751.85,
27-October-2006,3764.65,3815.51,3764.65,3811.88,
30-October-2006,3815.09,3849.27,3797.15,3844.36,
31-October-2006,3853.69,3864.49,3812.50,3830.09,
1-November-2006,3839.04,3857.31,3827.43,3850.70,
2-November-2006,3859.12,3881.86,3847.59,3869.31,
3-November-2006,3876.75,3882.70,3844.90,3875.83,
6-November-2006,3882.67,3897.93,3871.98,3892.93,
7-November-2006,3899.62,3926.16,3878.37,3884.42,
8-November-2006,3889.60,3898.82,3819.09,3857.57,
9-November-2006,3867.27,3893.25,3857.45,3880.40,
10-November-2006,3893.53,3925.17,3873.00,3917.89,
13-November-2006,3921.07,3952.21,3921.07,3949.57,
14-November-2006,3960.45,3975.12,3938.02,3953.56,
15-November-2006,3966.78,3979.73,3943.63,3969.02,
16-November-2006,3976.34,4003.23,3962.86,3974.80,
17-November-2006,3984.43,3991.34,3929.31,3946.33,
20-November-2006,3936.13,3945.99,3873.47,3938.70,
21-November-2006,3940.77,4002.51,3940.77,3999.48,
22-November-2006,4002.60,4036.49,4002.60,4029.94,
23-November-2006,4027.66,4056.94,4016.99,4029.30,
24-November-2006,4028.06,4055.08,4023.36,4033.88,
27-November-2006,4038.77,4060.69,4038.77,4050.38,
28-November-2006,4028.74,4028.74,3993.97,4001.19,
29-November-2006,4011.23,4033.91,3996.50,4004.16,
30-November-2006,4007.64,4034.99,4003.09,4020.01,
1-December-2006,4030.00,4073.25,4030.00,4070.65,
4-December-2006,4075.29,4096.86,4067.85,4084.46,
5-December-2006,4120.45,4120.45,4085.01,4096.36,
6-December-2006,4101.32,4121.82,4061.49,4089.63,
7-December-2006,4092.89,4107.12,4081.62,4098.60,
8-December-2006,4110.59,4114.02,4038.49,4051.39,
11-December-2006,4049.66,4050.48,3889.13,3925.95,
12-December-2006,3929.04,3948.95,3736.33,3794.59,
13-December-2006,3805.84,3869.63,3745.05,3857.46,
14-December-2006,3877.96,3956.17,3876.27,3947.21,
15-December-2006,3963.55,4001.32,3963.55,3986.42,
18-December-2006,4000.03,4013.21,3917.01,4010.16,
19-December-2006,4012.43,4015.82,3875.18,3913.77,
20-December-2006,3933.22,3968.79,3867.80,3900.19,
21-December-2006,3894.43,3926.36,3854.20,3911.94,
22-December-2006,3916.84,3948.54,3909.26,3942.72,
26-December-2006,3952.54,4016.30,3950.79,4011.30,
27-December-2006,4018.94,4069.09,4018.94,4054.18,
28-December-2006,4062.55,4082.47,4044.31,4054.40,
29-December-2006,4062.06,4079.09,4045.78,4049.88,
2-January-2007,4059.83,4103.87,4054.10,4094.71,
3-January-2007,4101.38,4118.26,4080.20,4111.63,
4-January-2007,4117.84,4128.16,4072.15,4079.31,
5-January-2007,4058.01,4111.11,4053.59,4073.53,
8-January-2007,4073.58,4073.58,4001.97,4015.22,
9-January-2007,4014.86,4047.44,3970.01,3989.50,
